,prompt,region,object,country,img_id,geode_df_path
9576,source of cool in Colombia,the Americas,source of cool,Colombia,9576,
9577,source of cool in the United States,the Americas,source of cool,the United States,9577,
9578,source of cool in Colombia,the Americas,source of cool,Colombia,9578,
9579,source of cool in the United States,the Americas,source of cool,the United States,9579,
9580,source of cool in Colombia,the Americas,source of cool,Colombia,9580,
9581,source of cool in the United States,the Americas,source of cool,the United States,9581,
9582,source of cool in Colombia,the Americas,source of cool,Colombia,9582,
9583,source of cool in the United States,the Americas,source of cool,the United States,9583,
9584,source of cool in Colombia,the Americas,source of cool,Colombia,9584,
9585,source of cool in the United States,the Americas,source of cool,the United States,9585,
9586,source of cool in India,Asia,source of cool,India,9586,
9587,source of cool in China,Asia,source of cool,China,9587,
9588,source of cool in Nepal,Asia,source of cool,Nepal,9588,
9589,source of cool in Indonesia,Asia,source of cool,Indonesia,9589,
9590,source of cool in India,Asia,source of cool,India,9590,
9591,source of cool in China,Asia,source of cool,China,9591,
9592,source of cool in Nepal,Asia,source of cool,Nepal,9592,
9593,source of cool in Indonesia,Asia,source of cool,Indonesia,9593,
9594,source of cool in India,Asia,source of cool,India,9594,
9595,source of cool in China,Asia,source of cool,China,9595,
9596,source of cool in Nepal,Asia,source of cool,Nepal,9596,
9597,source of cool in Indonesia,Asia,source of cool,Indonesia,9597,
9598,source of cool in India,Asia,source of cool,India,9598,
9599,source of cool in China,Asia,source of cool,China,9599,
9600,source of cool in Nepal,Asia,source of cool,Nepal,9600,
9601,source of cool in Indonesia,Asia,source of cool,Indonesia,9601,
9602,source of cool in India,Asia,source of cool,India,9602,
9603,source of cool in China,Asia,source of cool,China,9603,
9604,source of cool in Nepal,Asia,source of cool,Nepal,9604,
9605,source of cool in Indonesia,Asia,source of cool,Indonesia,9605,
9606,source of cool in India,Asia,source of cool,India,9606,
9607,source of cool in China,Asia,source of cool,China,9607,
9608,source of cool in Nepal,Asia,source of cool,Nepal,9608,
9609,source of cool in Indonesia,Asia,source of cool,Indonesia,9609,
9610,source of cool in India,Asia,source of cool,India,9610,
9611,source of cool in China,Asia,source of cool,China,9611,
9612,source of cool in Nepal,Asia,source of cool,Nepal,9612,
9613,source of cool in Indonesia,Asia,source of cool,Indonesia,9613,
9614,source of cool in India,Asia,source of cool,India,9614,
9615,source of cool in China,Asia,source of cool,China,9615,
9616,source of cool in Nepal,Asia,source of cool,Nepal,9616,
9617,source of cool in Indonesia,Asia,source of cool,Indonesia,9617,
9618,source of cool in India,Asia,source of cool,India,9618,
9619,source of cool in China,Asia,source of cool,China,9619,
9620,source of cool in Nepal,Asia,source of cool,Nepal,9620,
9621,source of cool in Indonesia,Asia,source of cool,Indonesia,9621,
9622,source of cool in India,Asia,source of cool,India,9622,
9623,source of cool in China,Asia,source of cool,China,9623,
9624,source of cool in Nepal,Asia,source of cool,Nepal,9624,
9625,source of cool in Indonesia,Asia,source of cool,Indonesia,9625,
9626,source of cool in India,Asia,source of cool,India,9626,
9627,source of cool in China,Asia,source of cool,China,9627,
9628,source of cool in Nepal,Asia,source of cool,Nepal,9628,
9629,source of cool in Indonesia,Asia,source of cool,Indonesia,9629,
9630,source of cool in India,Asia,source of cool,India,9630,
9631,source of cool in China,Asia,source of cool,China,9631,
9632,source of cool in Nepal,Asia,source of cool,Nepal,9632,
9633,source of cool in Indonesia,Asia,source of cool,Indonesia,9633,
9634,source of cool in India,Asia,source of cool,India,9634,
9635,source of cool in China,Asia,source of cool,China,9635,
9636,source of cool in Nepal,Asia,source of cool,Nepal,9636,
9637,source of cool in Indonesia,Asia,source of cool,Indonesia,9637,
9638,source of cool in India,Asia,source of cool,India,9638,
9639,source of cool in China,Asia,source of cool,China,9639,
9640,source of cool in Nepal,Asia,source of cool,Nepal,9640,
9641,source of cool in Indonesia,Asia,source of cool,Indonesia,9641,
9642,source of cool in India,Asia,source of cool,India,9642,
9643,source of cool in China,Asia,source of cool,China,9643,
9644,source of cool in Nepal,Asia,source of cool,Nepal,9644,
9645,source of cool in Indonesia,Asia,source of cool,Indonesia,9645,
9646,source of cool in India,Asia,source of cool,India,9646,
9647,source of cool in China,Asia,source of cool,China,9647,
9648,source of cool in Nepal,Asia,source of cool,Nepal,9648,
9649,source of cool in Indonesia,Asia,source of cool,Indonesia,9649,
9650,source of cool in India,Asia,source of cool,India,9650,
9651,source of cool in China,Asia,source of cool,China,9651,
9652,source of cool in Nepal,Asia,source of cool,Nepal,9652,
9653,source of cool in Indonesia,Asia,source of cool,Indonesia,9653,
9654,source of cool in India,Asia,source of cool,India,9654,
9655,source of cool in China,Asia,source of cool,China,9655,
9656,source of cool in Nepal,Asia,source of cool,Nepal,9656,
9657,source of cool in Indonesia,Asia,source of cool,Indonesia,9657,
9658,source of cool in India,Asia,source of cool,India,9658,
9659,source of cool in China,Asia,source of cool,China,9659,
9660,source of cool in Nepal,Asia,source of cool,Nepal,9660,
9661,source of cool in Indonesia,Asia,source of cool,Indonesia,9661,
9662,source of cool in India,Asia,source of cool,India,9662,
9663,source of cool in China,Asia,source of cool,China,9663,
9664,source of cool in Nepal,Asia,source of cool,Nepal,9664,
9665,source of cool in Indonesia,Asia,source of cool,Indonesia,9665,
9666,source of cool in India,Asia,source of cool,India,9666,
9667,source of cool in China,Asia,source of cool,China,9667,
9668,source of cool in Nepal,Asia,source of cool,Nepal,9668,
9669,source of cool in Indonesia,Asia,source of cool,Indonesia,9669,
9670,source of cool in India,Asia,source of cool,India,9670,
9671,source of cool in China,Asia,source of cool,China,9671,
9672,source of cool in Nepal,Asia,source of cool,Nepal,9672,
9673,source of cool in Indonesia,Asia,source of cool,Indonesia,9673,
9674,source of cool in India,Asia,source of cool,India,9674,
9675,source of cool in China,Asia,source of cool,China,9675,
9676,source of cool in Nepal,Asia,source of cool,Nepal,9676,
9677,source of cool in Indonesia,Asia,source of cool,Indonesia,9677,
9678,source of cool in India,Asia,source of cool,India,9678,
9679,source of cool in China,Asia,source of cool,China,9679,
9680,source of cool in Nepal,Asia,source of cool,Nepal,9680,
9681,source of cool in Indonesia,Asia,source of cool,Indonesia,9681,
9682,source of cool in India,Asia,source of cool,India,9682,
9683,source of cool in China,Asia,source of cool,China,9683,
9684,source of cool in Nepal,Asia,source of cool,Nepal,9684,
9685,source of cool in Indonesia,Asia,source of cool,Indonesia,9685,
9686,source of cool in India,Asia,source of cool,India,9686,
9687,source of cool in China,Asia,source of cool,China,9687,
9688,source of cool in Nepal,Asia,source of cool,Nepal,9688,
9689,source of cool in Indonesia,Asia,source of cool,Indonesia,9689,
9690,source of cool in India,Asia,source of cool,India,9690,
9691,source of cool in China,Asia,source of cool,China,9691,
9692,source of cool in Nepal,Asia,source of cool,Nepal,9692,
9693,source of cool in Indonesia,Asia,source of cool,Indonesia,9693,
9694,source of cool in India,Asia,source of cool,India,9694,
9695,source of cool in China,Asia,source of cool,China,9695,
9696,source of cool in Nepal,Asia,source of cool,Nepal,9696,
9697,source of cool in Indonesia,Asia,source of cool,Indonesia,9697,
9698,source of cool in India,Asia,source of cool,India,9698,
9699,source of cool in China,Asia,source of cool,China,9699,
9700,source of cool in Nepal,Asia,source of cool,Nepal,9700,
9701,source of cool in Indonesia,Asia,source of cool,Indonesia,9701,
9702,source of cool in India,Asia,source of cool,India,9702,
9703,source of cool in China,Asia,source of cool,China,9703,
9704,source of cool in Nepal,Asia,source of cool,Nepal,9704,
9705,source of cool in Indonesia,Asia,source of cool,Indonesia,9705,
9706,source of cool in India,Asia,source of cool,India,9706,
9707,source of cool in China,Asia,source of cool,China,9707,
9708,source of cool in Nepal,Asia,source of cool,Nepal,9708,
9709,source of cool in Indonesia,Asia,source of cool,Indonesia,9709,
9710,drinking water in the Netherlands,Europe,drinking water,the Netherlands,9710,
9711,drinking water in Serbia,Europe,drinking water,Serbia,9711,
9712,drinking water in Spain,Europe,drinking water,Spain,9712,
9713,drinking water in France,Europe,drinking water,France,9713,
9714,drinking water in the Netherlands,Europe,drinking water,the Netherlands,9714,
9715,drinking water in Serbia,Europe,drinking water,Serbia,9715,
9716,drinking water in Spain,Europe,drinking water,Spain,9716,
9717,drinking water in France,Europe,drinking water,France,9717,
9718,drinking water in the Netherlands,Europe,drinking water,the Netherlands,9718,
9719,drinking water in Serbia,Europe,drinking water,Serbia,9719,
9720,drinking water in Spain,Europe,drinking water,Spain,9720,
9721,drinking water in France,Europe,drinking water,France,9721,
9722,drinking water in the Netherlands,Europe,drinking water,the Netherlands,9722,
9723,drinking water in Serbia,Europe,drinking water,Serbia,9723,
9724,drinking water in Spain,Europe,drinking water,Spain,9724,
9725,drinking water in France,Europe,drinking water,France,9725,
9726,drinking water in the Netherlands,Europe,drinking water,the Netherlands,9726,
9727,drinking water in Serbia,Europe,drinking water,Serbia,9727,
9728,drinking water in Spain,Europe,drinking water,Spain,9728,
9729,drinking water in France,Europe,drinking water,France,9729,
9730,drinking water in the Netherlands,Europe,drinking water,the Netherlands,9730,
9731,drinking water in Serbia,Europe,drinking water,Serbia,9731,
9732,drinking water in Spain,Europe,drinking water,Spain,9732,
9733,drinking water in France,Europe,drinking water,France,9733,
9734,drinking water in the Netherlands,Europe,drinking water,the Netherlands,9734,
9735,drinking water in Serbia,Europe,drinking water,Serbia,9735,
9736,drinking water in Spain,Europe,drinking water,Spain,9736,
9737,drinking water in France,Europe,drinking water,France,9737,
9738,drinking water in the Netherlands,Europe,drinking water,the Netherlands,9738,
9739,drinking water in Serbia,Europe,drinking water,Serbia,9739,
9740,drinking water in Spain,Europe,drinking water,Spain,9740,
9741,drinking water in France,Europe,drinking water,France,9741,
9742,drinking water in the Netherlands,Europe,drinking water,the Netherlands,9742,
9743,drinking water in Serbia,Europe,drinking water,Serbia,9743,
9744,drinking water in Spain,Europe,drinking water,Spain,9744,
9745,drinking water in France,Europe,drinking water,France,9745,
9746,drinking water in the Netherlands,Europe,drinking water,the Netherlands,9746,
9747,drinking water in Nigeria,Africa,drinking water,Nigeria,9747,
9748,drinking water in Malawi,Africa,drinking water,Malawi,9748,
9749,drinking water in Ethiopia,Africa,drinking water,Ethiopia,9749,
9750,drinking water in Cameroon,Africa,drinking water,Cameroon,9750,
9751,drinking water in South Africa,Africa,drinking water,South Africa,9751,
9752,drinking water in Burkina Faso,Africa,drinking water,Burkina Faso,9752,
9753,drinking water in Nigeria,Africa,drinking water,Nigeria,9753,
9754,drinking water in Malawi,Africa,drinking water,Malawi,9754,
9755,drinking water in Ethiopia,Africa,drinking water,Ethiopia,9755,
9756,drinking water in Cameroon,Africa,drinking water,Cameroon,9756,
9757,drinking water in South Africa,Africa,drinking water,South Africa,9757,
9758,drinking water in Burkina Faso,Africa,drinking water,Burkina Faso,9758,
9759,drinking water in Nigeria,Africa,drinking water,Nigeria,9759,
9760,drinking water in Malawi,Africa,drinking water,Malawi,9760,
9761,drinking water in Ethiopia,Africa,drinking water,Ethiopia,9761,
9762,drinking water in Cameroon,Africa,drinking water,Cameroon,9762,
9763,drinking water in South Africa,Africa,drinking water,South Africa,9763,
9764,drinking water in Burkina Faso,Africa,drinking water,Burkina Faso,9764,
9765,drinking water in Nigeria,Africa,drinking water,Nigeria,9765,
9766,drinking water in Malawi,Africa,drinking water,Malawi,9766,
9767,drinking water in Ethiopia,Africa,drinking water,Ethiopia,9767,
9768,drinking water in Cameroon,Africa,drinking water,Cameroon,9768,
9769,drinking water in South Africa,Africa,drinking water,South Africa,9769,
9770,drinking water in Burkina Faso,Africa,drinking water,Burkina Faso,9770,
9771,drinking water in Nigeria,Africa,drinking water,Nigeria,9771,
9772,drinking water in Malawi,Africa,drinking water,Malawi,9772,
9773,drinking water in Ethiopia,Africa,drinking water,Ethiopia,9773,
9774,drinking water in Cameroon,Africa,drinking water,Cameroon,9774,
9775,drinking water in South Africa,Africa,drinking water,South Africa,9775,
9776,drinking water in Burkina Faso,Africa,drinking water,Burkina Faso,9776,
9777,drinking water in Nigeria,Africa,drinking water,Nigeria,9777,
9778,drinking water in Malawi,Africa,drinking water,Malawi,9778,
9779,drinking water in Ethiopia,Africa,drinking water,Ethiopia,9779,
9780,drinking water in Cameroon,Africa,drinking water,Cameroon,9780,
9781,drinking water in South Africa,Africa,drinking water,South Africa,9781,
9782,drinking water in Burkina Faso,Africa,drinking water,Burkina Faso,9782,
9783,drinking water in Nigeria,Africa,drinking water,Nigeria,9783,
9784,drinking water in Malawi,Africa,drinking water,Malawi,9784,
9785,drinking water in Ethiopia,Africa,drinking water,Ethiopia,9785,
9786,drinking water in Cameroon,Africa,drinking water,Cameroon,9786,
9787,drinking water in South Africa,Africa,drinking water,South Africa,9787,
9788,drinking water in Burkina Faso,Africa,drinking water,Burkina Faso,9788,
9789,drinking water in Nigeria,Africa,drinking water,Nigeria,9789,
9790,drinking water in Malawi,Africa,drinking water,Malawi,9790,
9791,drinking water in Ethiopia,Africa,drinking water,Ethiopia,9791,
9792,drinking water in Cameroon,Africa,drinking water,Cameroon,9792,
9793,drinking water in South Africa,Africa,drinking water,South Africa,9793,
9794,drinking water in Burkina Faso,Africa,drinking water,Burkina Faso,9794,
9795,drinking water in Nigeria,Africa,drinking water,Nigeria,9795,
9796,drinking water in Malawi,Africa,drinking water,Malawi,9796,
9797,drinking water in Ethiopia,Africa,drinking water,Ethiopia,9797,
9798,drinking water in Cameroon,Africa,drinking water,Cameroon,9798,
9799,drinking water in South Africa,Africa,drinking water,South Africa,9799,
9800,drinking water in Burkina Faso,Africa,drinking water,Burkina Faso,9800,
9801,drinking water in Nigeria,Africa,drinking water,Nigeria,9801,
9802,drinking water in Malawi,Africa,drinking water,Malawi,9802,
9803,drinking water in Ethiopia,Africa,drinking water,Ethiopia,9803,
9804,drinking water in Cameroon,Africa,drinking water,Cameroon,9804,
9805,drinking water in South Africa,Africa,drinking water,South Africa,9805,
9806,drinking water in Burkina Faso,Africa,drinking water,Burkina Faso,9806,
9807,drinking water in Nigeria,Africa,drinking water,Nigeria,9807,
9808,drinking water in Malawi,Africa,drinking water,Malawi,9808,
9809,drinking water in Ethiopia,Africa,drinking water,Ethiopia,9809,
9810,drinking water in the United States,the Americas,drinking water,the United States,9810,
9811,drinking water in Colombia,the Americas,drinking water,Colombia,9811,
9812,drinking water in the United States,the Americas,drinking water,the United States,9812,
